date,open,high,low,close,volume
2006-05-03,84.75,85.9,84.61,85.9,3317600
2006-05-04,85.9,86.67,85.84,86.47,3324700
2006-05-05,86.69,87.3,86.54,87.3,3632000
2006-05-08,87.1,88.35,87.06,88.13,3523600
2006-05-09,87.61,87.8,86.82,87.58,4014700
2006-05-10,87.25,87.76,87.23,87.65,2818300
2006-05-11,87.25,87.64,86.78,87.17,2558100
2006-05-12,86.9,87.66,86.25,86.57,2526500
2006-05-15,86.7,87.21,86.07,87.12,2597500
2006-05-16,87.12,87.33,86.22,86.3,3198400
2006-05-17,85.9,85.97,84.12,84.42,4156000
2006-05-18,83.63,84.83,83.63,84.15,2690500
2006-05-19,84.56,84.92,83.71,84.31,2796400
2006-05-22,84.31,84.59,82.59,83.73,3006500
2006-05-23,83.6,84.02,83.01,83.44,2783600
2006-05-24,83.19,84.1,82.65,83.82,2906600
2006-05-25,83.95,84.23,82.86,83.26,2821900
2006-05-26,83.26,84.0,82.91,83.87,1838000
2006-05-30,83.5,83.98,83.35,83.46,2334600
2006-05-31,83.7,84.615,83.15,83.66,3364300
2006-06-01,83.66,84.67,83.14,84.51,1721800
2006-06-02,84.8,85.23,84.5,84.78,2318900
2006-06-05,84.1,84.33,82.88,82.95,2599500
2006-06-06,83.2,83.91,81.29,82.26,4299900
2006-06-07,82.26,82.28,80.34,80.34,3797800
2006-06-08,79.8,81.94,79.24,81.75,4435400
2006-06-09,81.39,81.87,80.25,80.7,2561200
2006-06-12,80.85,81.09,79.89,80.16,2535100
2006-06-13,80.35,81.23,79.94,79.96,3444200
2006-06-14,79.8,80.47,79.28,79.9,2488900
2006-06-15,79.65,81.34,79.25,80.9,3190000
2006-06-16,80.98,81.15,80.31,80.51,3509500
2006-06-19,80.7,80.7,78.89,79.43,2448300
2006-06-20,79.43,80.61,79.05,79.89,2139400
2006-06-21,79.9,81.32,79.9,80.4,2337200
2006-06-22,80.65,80.8,79.29,79.59,1793800
2006-06-23,79.6,80.28,79.49,79.92,2398400
2006-06-26,79.92,80.35,79.6,80.21,1626900
2006-06-27,80.4,80.93,78.62,78.7,2527400
2006-06-28,78.71,79.36,78.61,79.28,1787900
2006-06-29,79.29,81.5,79.29,81.15,2765500
2006-06-30,81.64,81.75,80.71,80.77,3268700
2006-07-03,81.15,81.23,80.79,81.12,654600
2006-07-05,80.9,80.92,80.12,80.55,2157900
2006-07-06,80.87,81.6,80.81,81.39,2280500
2006-07-07,75.5,76.28,73.84,74.1,24358800
2006-07-10,74.52,74.615,72.82,73.11,9215500
2006-07-11,73.25,73.72,72.64,73.09,5431100
2006-07-12,73.5,73.6,72.46,72.72,4320700
2006-07-13,72.48,72.57,71.41,71.63,4816000
2006-07-14,71.66,71.97,70.88,71.22,4350900
2006-07-17,71.2,71.49,70.17,70.66,5183900
2006-07-18,70.9,71.03,70.49,70.85,5283000
2006-07-19,71.15,71.38,70.64,71.02,5367700
2006-07-20,71.4,71.7,71.06,71.1,3413500
2006-07-21,71.25,71.72,69.9201,70.72,5617600
2006-07-24,71.05,71.69,70.74,71.69,3472600
2006-07-25,71.0,71.01,67.05,68.11,18859900
2006-07-26,68.11,69.83,67.35,69.06,9168600
2006-07-27,70.5,70.7,69.46,69.75,6141000
2006-07-28,70.31,70.58,69.78,70.52,4012000
2006-07-31,70.1,70.98,70.04,70.4,3069800
2006-08-01,70.0,70.11,69.44,69.91,3403200
2006-08-02,69.91,70.09,69.55,69.61,4835300
2006-08-03,69.61,69.79,69.21,69.28,4595900
2006-08-04,69.9,70.29,69.06,69.45,4134800
2006-08-07,69.4,69.41,68.78,69.0,3613700
2006-08-08,69.45,69.51,68.28,68.56,4072500
2006-08-09,69.36,69.36,68.18,68.3,3581000
2006-08-10,68.41,69.03,68.28,68.41,3124500
2006-08-11,68.41,68.94,68.37,68.53,3368600
2006-08-14,68.53,69.28,68.45,68.62,4531200
2006-08-15,69.49,69.84,69.19,69.78,4650600
2006-08-16,70.3,70.94,70.15,70.79,5245000
2006-08-17,70.79,71.57,70.5,71.2,3167400
2006-08-18,71.52,71.57,71.03,71.21,2485700
2006-08-21,71.3,71.46,70.9401,71.12,2436900
2006-08-22,71.13,71.73,71.12,71.29,2092600
2006-08-23,71.05,71.43,70.04,70.34,2783700
2006-08-24,70.5,70.58,69.65,70.1,2485000
2006-08-25,70.06,70.4,69.62,69.92,3085100
2006-08-28,69.75,71.29,69.75,70.94,2658400
2006-08-29,70.94,71.81,70.45,71.61,3208000
2006-08-30,72.0,72.0,71.43,71.44,2572100
2006-08-31,71.8,71.97,71.45,71.7,1780800
2006-09-01,71.74,72.32,71.65,71.72,2487300
2006-09-05,72.0,72.0,71.13,71.35,2913000
2006-09-06,71.4,71.74,71.04,71.5,2503700
2006-09-07,71.5,71.7,70.59,70.59,3276800
2006-09-08,70.75,71.59,70.6,71.51,2316400
2006-09-11,71.52,71.52,70.8,71.35,2189500
2006-09-12,71.68,72.75,71.22,72.57,3867600
2006-09-13,72.6,73.79,72.6,73.37,3556400
2006-09-14,73.4,73.77,73.2,73.53,2624700
2006-09-15,74.25,74.7,74.02,74.14,5656700
2006-09-18,74.14,74.4,73.5,73.89,2478700
2006-09-19,74.78,75.37,72.96,73.25,2620900
2006-09-20,73.3,74.1,73.17,73.42,3855000
2006-09-21,73.75,73.95,72.672,73.11,3337700
2006-09-22,73.3,73.56,72.22,73.07,2408800
2006-09-25,73.18,73.8,72.63,73.7,4234500
2006-09-26,74.0,75.0,74.0,74.75,4888700
2006-09-27,74.85,74.97,74.35,74.65,3383700
2006-09-28,74.98,74.99,74.12,74.6,2736900
2006-09-29,74.6,75.0,74.3,74.42,2592200
2006-10-02,74.7,74.7,73.33,73.59,2943000
2006-10-03,73.26,74.12,73.0,74.03,2974100
2006-10-04,74.03,75.02,74.03,74.87,3025200
2006-10-05,75.0,75.95,75.0,75.92,2616500
2006-10-06,75.95,76.16,75.77,75.95,2595100
2006-10-09,75.56,75.91,75.43,75.8,1817900
2006-10-10,75.69,75.76,75.14,75.2,1898500
2006-10-11,75.2,75.6,74.99,75.47,2665400
2006-10-12,75.44,75.55,74.86,75.43,2110700
2006-10-13,75.83,75.92,75.35,75.4,1753200
2006-10-16,75.6,75.99,75.34,75.75,1932400
2006-10-17,75.25,76.0,75.15,75.8,2517000
2006-10-18,76.0,76.24,75.2,75.53,2566500
2006-10-19,75.53,76.47,75.53,76.4,2781500
2006-10-20,78.12,79.4,77.29,78.47,7998800
2006-10-23,79.3,80.88,78.5,80.09,5275100
2006-10-24,79.95,80.58,79.7,79.89,3196500
2006-10-25,79.75,79.95,78.82,79.46,2297600
2006-10-26,79.46,79.5,78.54,79.24,2392200
2006-10-27,79.2,79.73,78.88,78.95,2329100
2006-10-30,78.78,79.25,78.54,78.94,1193400
2006-10-31,78.99,79.6,78.11,78.84,2677300
2006-11-01,78.83,79.11,78.28,78.84,2910500
2006-11-02,78.84,79.3,78.58,78.88,2899900
2006-11-03,79.08,79.33,78.12,78.58,1814000
2006-11-06,78.9,79.77,78.58,79.59,2133900
2006-11-07,79.76,80.14,79.27,79.42,2122200
2006-11-08,79.44,79.75,79.0,79.42,1731500
2006-11-09,79.55,79.88,78.58,78.9,3261600
2006-11-10,79.15,79.36,78.68,79.19,2088900
2006-11-13,79.05,79.77,78.84,79.5,2574900
2006-11-14,79.5,80.2,78.84,80.09,2937900
2006-11-15,79.84,81.14,79.84,80.71,3439100
2006-11-16,80.25,80.94,80.13,80.29,1937200
2006-11-17,80.49,81.75,80.26,81.4,3049100
2006-11-20,81.4,81.5,80.83,80.92,1875200
2006-11-21,80.92,81.95,80.6,81.64,2842200
2006-11-22,81.6,81.77,80.86,81.47,1885100
2006-11-24,80.86,81.5,80.75,81.15,694500
2006-11-27,81.1,81.15,80.06,80.23,2833900
2006-11-28,79.9,80.7,79.75,80.41,2150700
2006-11-29,80.6,81.2,80.52,80.98,1779600
2006-11-30,80.88,81.8,80.57,81.46,2355000
2006-12-01,81.55,81.55,78.92,79.98,5475200
2006-12-04,80.42,81.29,80.01,80.89,2896700
2006-12-05,79.65,81.05,79.65,80.56,2734700
2006-12-06,80.55,80.66,79.7,79.8,2357400
2006-12-07,79.77,79.97,79.18,79.56,2516200
2006-12-08,78.36,78.72,77.35,78.56,5472500
2006-12-11,78.76,79.21,78.09,78.85,2811500
2006-12-12,78.84,79.4,78.23,79.01,4008300
2006-12-13,79.5,79.68,78.97,79.25,2561800
2006-12-14,79.4,79.45,78.5,78.77,3219800
2006-12-15,79.67,79.67,78.19,78.31,6215700
2006-12-18,78.35,79.01,78.23,78.35,2328100
2006-12-19,78.27,78.46,77.73,78.11,2844800
2006-12-20,78.3,79.2,78.15,78.83,2305300
2006-12-21,79.0,79.31,78.75,78.81,2368300
2006-12-22,78.82,79.01,78.34,78.35,1660800
2006-12-26,78.16,78.36,77.5,78.03,1963600
2006-12-27,78.33,78.68,78.1495,78.47,1750300
2006-12-28,78.5,78.89,78.02,78.16,1686500
2006-12-29,78.1,78.49,77.82,77.93,1826600
2007-01-03,77.53,78.85,77.38,78.26,3781500
2007-01-04,78.4,78.41,77.45,77.95,2968400
2007-01-05,77.89,77.9,77.01,77.42,2765200
2007-01-08,77.19,78.04,76.97,77.59,2434500
2007-01-09,78.0,78.23,77.44,77.68,1896800
2007-01-10,77.31,77.96,77.04,77.85,1787500
2007-01-11,77.94,79.03,77.88,78.65,2372500
2007-01-12,78.41,79.5,78.22,79.36,2582200
2007-01-16,79.48,79.62,78.92,79.56,2526600
2007-01-17,79.33,79.51,78.75,78.91,2711300
2007-01-18,78.99,79.7,78.6,78.81,1963000
2007-01-19,79.09,79.88,78.82,79.25,2912100
2007-01-22,79.25,79.2925,78.13,78.49,2139300
2007-01-23,78.71,79.15,78.33,78.85,1949500
2007-01-24,78.85,79.66,78.85,79.49,1772700
2007-01-25,79.56,79.75,78.83,79.01,2888700
2007-01-26,78.97,79.19,78.23,78.69,1996300
2007-01-29,78.54,79.2,78.25,78.96,3420300
2007-01-30,75.0,76.18,74.24,74.7,15657900
2007-01-31,74.21,74.68,73.09,74.3,9284500
2007-02-01,74.75,74.83,73.71,73.99,6501600
2007-02-02,73.87,74.07,73.72,73.87,5584500
2007-02-05,74.08,74.27,73.7,73.93,6350000
2007-02-06,73.91,74.5,73.82,74.27,4872900
2007-02-07,74.3,74.99,74.28,74.65,4051900
2007-02-08,74.88,74.89,74.11,74.64,3840200
2007-02-09,74.64,75.0,74.25,74.54,2550300
2007-02-12,74.55,74.88,74.4,74.59,2026200
2007-02-13,76.0,76.9,75.75,76.43,7193200
2007-02-14,76.43,76.92,76.28,76.84,3888100
2007-02-15,76.9,77.38,76.6,76.91,3627500
2007-02-16,76.91,77.43,76.41,76.84,3794200
2007-02-20,76.5,76.75,75.94,76.1,3962200
2007-02-21,76.1,76.58,75.9,76.23,2820400
2007-02-22,76.25,76.75,76.13,76.35,2795600
2007-02-23,76.49,76.57,75.95,76.21,1987400
2007-02-26,76.31,76.82,75.64,76.12,2594000
2007-02-27,76.13,76.18,73.52,74.5,5865700
2007-02-28,74.25,75.0,73.53,74.08,5290200
2007-03-01,74.0,74.01,73.02,73.66,4470900
2007-03-02,73.25,73.79,73.0,73.01,5008700
2007-03-05,73.01,73.77,72.9,73.17,4905700
2007-03-06,73.33,73.69,73.0,73.47,4308500
2007-03-07,73.5,74.19,73.17,73.8,3775600
2007-03-08,74.03,75.15,74.0,74.52,3815900
2007-03-09,74.59,75.31,74.54,74.73,3346200
2007-03-12,74.61,75.28,74.6,75.17,1974200
2007-03-13,74.75,75.5,74.65,74.77,3053700
2007-03-14,74.78,75.84,74.42,75.8,4612800
2007-03-15,75.8,76.26,75.67,75.99,3930100
2007-03-16,76.23,76.26,75.15,75.28,5054500
2007-03-19,75.54,76.46,75.5,76.36,3200500
2007-03-20,76.49,76.5,76.04,76.38,2379600
2007-03-21,76.25,77.06,76.05,76.9,3086300
2007-03-22,77.09,78.0,76.91,77.78,4071900
2007-03-23,77.59,78.16,77.39,77.97,2780900
2007-03-26,77.66,77.67,76.94,77.38,3542100
2007-03-27,77.44,77.47,76.81,77.17,2692200
2007-03-28,76.74,77.17,76.18,76.38,3186300
2007-03-29,76.38,76.38,75.44,76.09,4233300
2007-03-30,75.98,77.04,75.67,76.43,3400500
2007-04-02,76.44,76.44,75.91,76.28,2414400
2007-04-03,76.53,77.61,76.47,77.46,3094800
2007-04-04,77.5,77.73,76.94,77.16,2595100
2007-04-05,77.03,77.03,76.36,76.75,2484700
2007-04-09,76.74,77.03,76.3,76.83,2127800
2007-04-10,76.88,77.0,76.42,76.5,2149800
2007-04-11,76.35,76.7,75.91,76.23,2793400
2007-04-12,76.29,76.92,75.95,76.71,2288100
2007-04-13,77.25,77.25,75.91,76.72,2453700
2007-04-16,76.91,77.32,76.71,77.16,2483600
2007-04-17,77.0,77.47,76.48,77.28,2381300
2007-04-18,77.34,77.36,76.75,77.08,2094800
2007-04-19,76.36,77.89,76.31,77.58,3557800
2007-04-20,77.96,78.5,77.54,77.75,4741300
2007-04-23,77.89,77.89,77.01,77.28,3573800
2007-04-24,77.14,77.35,76.51,77.0,3734100
2007-04-25,76.96,77.51,76.45,76.97,4650400
2007-04-26,80.31,81.09,79.23,80.45,14209100
2007-04-27,79.97,82.3,79.7,81.55,6776500
2007-04-30,81.18,83.25,80.88,82.77,6321800
2007-05-01,82.77,83.73,82.16,83.61,5560200
2007-05-02,83.4,84.75,83.2,84.42,5224600
2007-05-03,84.31,84.4,83.51,84.07,4850800
2007-05-04,83.9,84.35,83.69,84.21,2936100
2007-05-07,84.21,85.0,83.95,84.93,3646900
2007-05-08,84.21,84.94,84.15,84.78,3406800
2007-05-09,84.4,85.49,84.4,85.36,4050500
2007-05-10,85.0,85.36,84.38,84.65,3181300
2007-05-11,84.78,85.85,84.78,85.55,4106200
2007-05-14,85.3,85.58,84.42,84.83,3498200
2007-05-15,85.38,87.08,84.85,86.17,6580100
2007-05-16,86.48,86.48,84.91,86.01,3930600
2007-05-17,86.21,86.9,85.75,86.67,4186400
2007-05-18,86.93,87.32,86.8,86.9,3953400
2007-05-21,86.88,87.18,86.62,87.06,3580600
2007-05-22,87.06,88.05,87.04,87.78,3567500
2007-05-23,87.65,88.49,87.57,87.94,3393300
2007-05-24,87.62,89.03,87.03,87.15,4452600
2007-05-25,87.55,87.98,87.16,87.35,2793800
2007-05-29,86.95,87.72,86.25,87.31,3294000
2007-05-30,87.3,87.95,86.88,87.93,3607600
2007-05-31,87.93,88.46,87.63,87.96,3561400
2007-06-01,87.93,88.43,87.43,88.43,2852900
2007-06-04,88.43,88.43,87.56,88.07,2320000
2007-06-05,88.07,88.35,87.23,87.46,2529000
2007-06-06,87.47,87.47,86.29,86.62,3008200
2007-06-07,86.62,86.91,84.42,84.88,4791400
2007-06-08,84.88,86.0,84.55,85.94,3599500
2007-06-11,85.94,85.98,85.17,85.3,2923700
2007-06-12,85.3,85.71,84.4,85.04,3425800
2007-06-13,85.7,87.25,85.02,87.19,4541400
2007-06-14,87.75,87.87,86.92,87.42,2881200
2007-06-15,87.58,88.49,87.52,87.67,4520800
2007-06-18,87.68,88.03,86.82,87.62,2789900
2007-06-19,87.43,87.93,86.92,87.82,2348100
2007-06-20,87.97,88.3,86.99,87.08,2788200
2007-06-21,87.12,87.82,86.12,87.41,2723400
2007-06-22,87.3,87.41,86.13,86.43,4802200
2007-06-25,86.6,87.72,85.86,86.25,2879300
2007-06-26,86.49,87.0,85.9,86.08,3034400
2007-06-27,85.82,87.23,85.77,87.13,3255900
2007-06-28,87.0,87.27,86.491,86.85,2342400
2007-06-29,87.1,87.86,86.22,86.79,3322100
2007-07-02,87.29,88.0,87.13,88.0,2407400
2007-07-03,88.0,88.18,87.54,87.94,1053200
2007-07-05,87.68,88.4,87.38,87.76,1886000
2007-07-06,87.95,88.81,87.56,88.11,2009300
2007-07-09,87.97,88.57,87.9,88.11,2323600
2007-07-10,87.94,88.36,87.17,87.22,3430700
2007-07-11,87.22,88.27,87.07,87.88,2567600
2007-07-12,87.67,89.96,87.6,89.93,4195000
2007-07-13,89.58,90.24,89.4,90.22,3609800
2007-07-16,90.63,92.32,89.83,90.87,4584100
2007-07-17,91.44,91.68,90.59,91.08,2550100
2007-07-18,91.1,91.96,91.0,91.48,4352500
2007-07-19,91.8,91.95,90.41,91.17,2788400
2007-07-20,90.5,91.41,88.6,90.21,5109500
2007-07-23,90.61,91.42,90.35,90.87,2767300
2007-07-24,90.54,91.23,89.35,89.69,3644400
2007-07-25,90.24,90.29,88.04,89.62,5098100
2007-07-26,89.62,91.91,88.74,90.05,7577700
2007-07-27,90.4,92.0,90.05,90.05,6248700
2007-07-30,90.18,90.9,89.77,90.18,4845800
2007-07-31,89.46,90.48,88.78,88.92,5724600
2007-08-01,88.94,89.47,87.75,89.07,5677300
2007-08-02,89.06,89.46,88.4,89.12,3854600
2007-08-03,88.68,89.15,87.51,87.56,5021400
2007-08-06,87.7,88.37,86.61,87.77,5717800
2007-08-07,86.96,88.71,86.95,88.03,4512200
2007-08-08,87.9,88.57,86.99,88.15,4757100
2007-08-09,87.9,88.13,86.77,86.86,5069600
2007-08-10,86.36,86.69,84.76,85.97,5881900
2007-08-13,87.16,87.16,85.75,86.25,3204900
2007-08-14,86.27,86.76,85.39,85.76,3468500
2007-08-15,84.94,86.43,84.93,85.06,3913400
2007-08-16,83.21,86.28,83.21,85.4,6718500
2007-08-17,87.0,89.11,86.03,87.83,6135100
2007-08-20,87.55,88.84,87.4,88.27,3214900
2007-08-21,88.1,88.74,87.65,88.46,3081600
2007-08-22,88.52,89.58,88.05,89.07,3059800
2007-08-23,89.34,89.34,88.22,88.75,2714500
2007-08-24,88.5,89.15,88.0,89.15,2987400
2007-08-27,88.8,89.27,87.95,88.7,2182400
2007-08-28,88.59,89.49,87.59,87.62,3174800
2007-08-29,88.05,88.85,87.51,88.76,2763300
2007-08-30,88.4,89.99,88.08,89.36,3543900
2007-08-31,89.81,91.51,89.55,90.99,4933800
2007-09-04,90.96,91.5,89.9,91.15,3048300
2007-09-05,90.4,90.75,89.56,89.92,3231400
2007-09-06,90.26,91.04,90.08,90.63,2639200
2007-09-07,90.39,90.4,88.67,88.92,3581200
2007-09-10,89.13,89.87,87.21,87.82,5234100
2007-09-11,88.01,88.62,87.65,88.24,3369000
2007-09-12,88.56,89.77,88.31,89.08,3176200
2007-09-13,89.67,89.69,88.69,89.09,3090900
2007-09-14,88.66,89.47,88.45,89.02,2345100
2007-09-17,88.95,89.74,88.74,88.93,1894500
2007-09-18,89.25,91.76,89.25,91.66,4353300
2007-09-19,91.75,92.25,91.08,91.96,4796300
2007-09-20,91.23,92.3,91.1,91.44,3315400
2007-09-21,92.5,92.5,91.24,91.68,4976500
2007-09-24,91.6,92.74,91.5,91.81,3198200
2007-09-25,91.49,92.3,90.33,91.91,2409100
2007-09-26,92.17,92.94,91.77,92.54,3407300
2007-09-27,92.8,93.6,92.69,93.39,3255000
2007-09-28,93.98,93.98,93.09,93.58,3845600
2007-10-01,93.84,94.99,93.68,94.74,4186600
2007-10-02,94.35,94.88,93.59,93.89,3492900
2007-10-03,93.66,94.79,93.47,94.19,2833500
2007-10-04,94.5,94.89,94.02,94.25,2409400
2007-10-05,94.75,95.92,94.63,95.85,3760200
2007-10-08,95.75,95.95,95.01,95.41,2216800
2007-10-09,94.87,96.0,94.85,95.62,3458900
2007-10-10,95.12,97.0,95.12,95.82,2931600
2007-10-11,96.1,96.49,93.92,94.36,3679400
2007-10-12,94.67,94.9,93.7,94.17,2621200
2007-10-15,94.18,94.73,93.53,94.39,3028800
2007-10-16,94.43,94.6,93.51,93.98,2798700
2007-10-17,94.64,95.04,93.1,94.26,3415500
2007-10-18,94.28,95.36,93.23,94.73,2495900
2007-10-19,92.9,93.0,86.29,86.62,15248300
2007-10-22,85.35,86.71,84.08,86.28,8993900
2007-10-23,86.87,87.055,84.39,85.93,7482300
2007-10-24,85.92,86.14,84.4,86.1,5005700
2007-10-25,86.68,86.82,85.24,86.09,4088600
2007-10-26,86.48,86.48,85.59,86.13,2863100
2007-10-29,86.44,86.54,85.26,85.97,3650200
2007-10-30,85.95,86.23,85.32,85.79,2791700
2007-10-31,85.98,86.91,85.35,86.36,4638300
2007-11-01,86.07,86.28,83.88,83.9,4342500
2007-11-02,84.7,85.0,83.15,84.89,4917600
2007-11-05,84.94,85.34,83.84,85.05,3743800
2007-11-06,85.12,85.69,84.2,85.45,3328000
2007-11-07,85.3,85.3,83.27,83.27,4484700
2007-11-08,83.34,83.575,81.53,82.83,7583000
2007-11-09,79.98,81.5,79.18,79.51,9138500
2007-11-12,79.53,80.29,78.98,79.22,4726700
2007-11-13,80.05,81.32,79.24,81.23,5014600
2007-11-14,81.56,81.92,80.05,80.21,3663000
2007-11-15,80.05,80.76,79.32,79.65,4204000
2007-11-16,80.13,81.6,79.77,81.57,6464800
2007-11-19,81.22,82.34,81.04,81.7,5022900
2007-11-20,81.99,82.68,81.02,82.11,4429500
2007-11-21,81.6,82.5,81.24,81.24,4703300
2007-11-23,81.83,82.75,81.06,82.75,1726100
2007-11-26,82.6,82.95,80.89,81.0,4067600
2007-11-27,81.58,82.39,80.97,82.12,4319100
2007-11-28,82.57,83.8,82.04,83.41,4377400
2007-11-29,83.08,84.1,82.97,83.61,3226400
2007-11-30,84.44,84.94,82.38,83.26,5738700
2007-12-03,83.43,83.98,81.94,82.21,4272100
2007-12-04,81.91,82.94,81.6,82.09,3189000
2007-12-05,82.69,83.99,82.51,83.76,3255800
2007-12-06,83.73,85.0,83.56,84.82,2937500
2007-12-07,85.0,86.53,84.06,86.19,3709400
2007-12-10,86.66,87.15,86.26,86.74,3291900
2007-12-11,87.05,87.05,84.65,84.65,4310900
2007-12-12,88.1,88.7,85.97,86.66,7253900
2007-12-13,86.41,87.06,85.34,86.92,4294000
2007-12-14,86.12,87.58,85.88,85.93,3373200
2007-12-17,85.88,86.7,85.39,85.78,3731500
2007-12-18,86.21,86.31,85.03,85.85,3080500
2007-12-19,85.69,85.84,84.11,84.93,3733200
2007-12-20,85.04,85.32,83.85,84.49,3398600
2007-12-21,85.03,86.84,84.82,86.05,7031000
2007-12-24,86.05,86.54,85.3,86.26,889500
2007-12-26,86.0,86.97,85.75,86.07,2142300
2007-12-27,85.65,86.5,85.28,85.4,2278100
2007-12-28,86.12,86.12,84.37,85.09,2162700
2007-12-31,84.8,85.21,84.28,84.32,1740700
2008-01-02,84.23,84.76,82.23,82.71,4453700
2008-01-03,82.64,83.48,82.37,82.7,2724100
2008-01-04,82.4,82.66,81.55,81.76,3620300
2008-01-07,81.99,82.15,80.77,81.11,4223800
2008-01-08,81.35,82.07,80.1,80.21,5711200
2008-01-09,80.08,80.82,78.49,80.19,6422300
2008-01-10,79.75,80.71,79.02,80.21,6835800
2008-01-11,79.76,81.06,76.97,77.58,8414500
2008-01-14,78.13,78.64,77.5,78.5,2927600
2008-01-15,77.74,78.7,77.03,77.18,4206500
2008-01-16,76.83,78.58,76.83,77.3,4467500
2008-01-17,77.38,77.69,74.47,74.96,7093000
2008-01-18,75.47,76.44,74.06,74.91,7053200
2008-01-22,73.1,75.61,72.07,75.16,6573400
2008-01-23,73.22,76.23,72.05,76.1,7000800
