timestamp,high,low,volume,adj close,P,R1,R2,R3,S1,S2,S3,obv,volume_zscore,rsi,macd,macds,macdh,sma,lma,sema,lema,overnight_gap,return_lag_1,return_lag_3,return_lag_5,volatility,SR_K,SR_D,SR_RSI_K,SR_RSI_D,ATR,HL_PCT,PCT_CHG,close
1999-11-17,94.75,90.0,3255100,90.25,91.66666666666667,93.33333333333334,96.41666666666667,98.08333333333334,88.58333333333334,86.91666666666667,83.83333333333334,16459200.0,0.0,0.0,0.0,0.0,0.0,90.25,90.25,85.98384838294382,82.00204017446421,-0.005498144486097739,-0.0103081478232262,-0.004082983888766378,-0.01301399825021865,0.0,50.0,50.0,50.0,50.0,0.0,5.263157894736842,-1.03081478232262,90.25
1999-11-18,91.12,88.44,3257000,89.62,89.72666666666667,91.01333333333335,92.40666666666668,93.69333333333336,88.33333333333334,87.04666666666667,85.65333333333334,13202200.0,0.0,0.0,0.0,0.0,0.0,89.62,89.62,86.33014853694918,82.30078369703425,0.008935032693645746,-0.006980609418282491,0.0020125223613596255,-0.02850948509485085,0.0,60.28403525925425,60.28403525925425,0.0,0.0,4.811428571428571,2.9904039276947185,-0.6980609418282491,89.62
1999-11-19,92.87,88.06,2790300,92.44,91.12333333333333,94.18666666666667,95.93333333333334,98.99666666666667,89.37666666666667,86.31333333333333,84.56666666666666,15992500.0,0.0,69.98381876758421,0.0,0.0,0.0,92.44,92.44,86.91203915247783,82.69840002264075,-0.0013398840771872823,0.03146619058245914,0.013707643381949852,0.02008386669609341,0.0,74.0940254648673,67.18903036206078,99.9999999998571,49.99999999992855,4.917857142857144,5.203375162267419,3.146619058245914,92.44
1999-11-22,91.75,89.25,1806800,90.62,90.54,91.83000000000001,93.04,94.33000000000001,89.33000000000001,88.04,86.83000000000001,14185700.0,0.0,64.29556106727287,0.0,0.0,0.0,90.62,90.62,87.26517828081327,83.00905100214503,-0.00749229847150034,-0.01968844655993074,0.004099722991689703,0.013193202146690508,0.0,58.44535359404767,64.27447143938974,91.87203870755627,63.95734623580446,4.832857142857144,2.7587728978150516,-1.968844655993074,90.62
1999-11-23,95.25,88.5,4851000,92.81,92.18666666666667,95.87333333333333,98.93666666666667,102.62333333333333,89.12333333333333,85.43666666666667,82.37333333333333,19036700.0,0.0,65.19752754390551,0.0,0.0,0.0,92.81,92.81,87.79325653978344,83.39340194323738,0.012392547695687381,0.02416685058485979,0.03559473331845564,0.017765105823007055,0.0,71.24488603114409,67.92808836335301,93.16086017016718,95.01096629252686,5.100714285714287,7.272923176381855,2.416685058485979,92.81
1999-11-24,95.0,91.69,1920600,94.69,93.79333333333334,95.89666666666668,97.10333333333334,99.20666666666668,92.58666666666667,90.48333333333333,89.27666666666667,20957300.0,0.0,64.97159859099378,0.0,0.0,0.0,94.69,94.69,88.45008925028026,83.83640578860063,0.0020451005459544602,0.020256437883848566,0.024340112505409017,0.049196675900276876,0.0,77.85870356826028,69.18298106448401,92.83802989755557,92.62364292509301,4.997857142857144,3.4956172774316214,2.0256437883848566,94.69
1999-11-26,95.5,94.12,1179200,95.06,94.89333333333333,95.66666666666666,96.27333333333333,97.04666666666665,94.28666666666666,93.51333333333334,92.90666666666667,22136500.0,0.0,60.33690658240516,0.0,0.0,0.0,95.06,95.06,89.07960455977737,84.27654673806728,0.0006334459671270937,0.003907487591086722,0.04899580666519521,0.06070073644275831,0.0,75.68306010860033,74.92888323600157,86.21551044920456,90.73813350564244,4.757142857142858,1.4517147065011524,0.39074875910867224,95.06
1999-11-29,99.75,93.25,4144300,94.56,95.85333333333334,98.45666666666668,102.35333333333334,104.95666666666668,91.95666666666668,89.35333333333334,85.45666666666668,17992200.0,0.38029478612191614,46.39298525050018,0.0,0.0,0.0,89.61399999999999,94.56,89.60154698265572,84.67981941500582,-0.008557444857743231,-0.005259835893120179,0.01885572675358249,0.022933794893985393,0.0325164905311962,58.07754442602523,70.53976936762861,66.29101707711132,81.78151914129049,4.437142857142858,6.87394247038917,-0.5259835893120179,94.56
1999-11-30,103.75,97.37,7528400,97.87,99.66333333333334,101.95666666666668,106.04333333333334,108.33666666666667,95.57666666666668,93.28333333333335,89.19666666666669,25520600.0,1.946360014854422,69.05311777844462,0.0,0.0,0.0,90.6265,97.87,90.38901869859326,85.19708139873109,0.0369566657325006,0.03500423011844345,0.03358327172879938,0.0800044140366365,0.032559013314887586,64.10256410217278,65.95438954559944,98.67011974249488,83.72554908960359,4.4957142857142856,6.518851537754158,3.5004230118443447,97.87
1999-12-01,104.5,100.06,5522900,103.06,102.54,105.02000000000001,106.98,109.46000000000001,100.58000000000001,98.10000000000001,96.14000000000001,31043500.0,0.8529958021721173,73.22142285761353,0.0,0.0,0.0,91.76699999999998,103.06,91.59577882253677,85.89758801054556,0.03148044940353128,0.053029528966997086,0.0841573742899222,0.11044068527098383,0.03388168553772023,91.59369527091891,71.25793459970565,99.99999999986343,88.32037893982321,4.602857142857142,4.308169998059381,5.302952896699709,103.06
1999-12-02,110.62,101.75,5065700,110.19,107.52,113.28999999999999,116.39,122.16,104.41999999999999,98.64999999999999,95.54999999999998,36109200.0,0.5680411096325408,78.6215698752371,0.0,0.0,0.0,93.20149999999998,110.19,93.36665702991422,86.85023161797515,0.0005820157308536934,0.06918300019406165,0.16529187817258872,0.16369204773471324,0.03605602282752311,98.15053763398642,84.61559900235937,99.99999999987281,99.55670658074371,5.04,8.04973228060623,6.918300019406165,110.19
